,Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID
6371,6/12/2013,18:33:07,69,55,10,4,3
1281,6/22/2013,19:43:51,65,74,10,22,15
4827,6/28/2013,19:13:20,67,58,10,29,9
4375,6/26/2013,18:45:56,70,63,10,4,6
4433,6/24/2013,9:43:51,67,69,10,21,12
6301,6/2/2013,20:13:19,68,74,10,11,16
6824,6/15/2013,20:00:01,68,65,10,7,4
4766,6/27/2013,6:13:19,65,65,10,17,13
6814,6/5/2013,10:00:01,68,65,10,4,5
4411,6/2/2013,11:13:19,70,70,10,3,7
1292,6/3/2013,6:13:20,70,63,10,9,12
4004,6/15/2013,7:43:51,67,71,10,10,3
4401,6/22/2013,1:13:19,70,69,10,1,19
2530,6/11/2013,6:33:07,66,68,10,10,14
562,6/23/2013,15:00:01,68,66,10,29,18
795,6/16/2013,8:00:01,67,56,10,11,12
4779,6/10/2013,19:13:19,69,72,10,16,15
788,6/9/2013,1:00:01,70,80,10,26,6
2854,6/5/2013,23:33:07,65,79,10,24,12
3995,6/6/2013,22:13:19,66,75,10,22,10
4783,6/14/2013,23:13:19,67,78,10,3,13
1301,6/12/2013,15:13:20,68,64,10,22,4
2512,6/23/2013,12:13:20,70,77,10,12,8
6807,6/28/2013,3:00:01,65,68,10,23,11
4269,6/10/2013,8:13:20,68,56,10,21,12
3989,6/30/2013,16:13:19,70,64,10,20,16
2843,6/24/2013,12:33:07,67,57,10,5,1
3149,6/30/2013,6:43:51,65,79,10,7,16
6353,6/24/2013,0:33:07,66,60,10,21,6
1307,6/18/2013,21:13:20,70,63,10,5,3
2508,6/19/2013,8:13:20,67,63,10,15,14
4372,6/23/2013,15:45:56,65,66,10,9,18
7089,6/10/2013,21:45:56,69,70,10,25,17
1335,6/16/2013,1:00:01,65,66,10,1,1
4909,6/20/2013,5:45:56,67,76,10,19,20
3915,6/16/2013,14:13:20,67,59,10,28,9
3914,6/15/2013,13:13:20,69,69,10,28,6
856,6/17/2013,21:43:51,67,80,10,13,7
6911,6/12/2013,11:33:07,69,74,10,14,4
832,6/23/2013,21:13:19,68,76,10,5,6
2418,6/19/2013,14:33:07,66,65,10,12,2
3908,6/9/2013,7:13:20,70,57,10,22,6
6899,6/30/2013,23:13:20,67,71,10,27,10
4312,6/23/2013,3:45:56,67,56,10,23,14
6920,6/21/2013,20:33:07,66,55,10,1,6
6201,6/22/2013,16:43:51,67,59,10,10,20
4337,6/18/2013,4:45:56,65,61,10,21,15
6919,6/20/2013,19:33:07,65,73,10,2,15
4325,6/6/2013,16:45:56,68,62,10,26,15
7437,6/28/2013,14:13:20,69,79,10,8,3
7439,6/30/2013,16:13:20,68,58,10,5,14
4923,6/4/2013,0:00:01,67,62,10,22,8
2398,6/29/2013,18:13:20,70,59,10,12,17
2397,6/28/2013,17:13:20,66,64,10,12,14
2396,6/27/2013,16:13:20,70,69,10,22,18
6912,6/13/2013,12:33:07,69,73,10,21,7
432,6/13/2013,0:13:20,70,55,10,28,13
3886,6/17/2013,9:43:51,67,75,10,8,7
1420,6/11/2013,14:13:20,69,65,10,17,5
4953,6/4/2013,6:13:19,65,68,10,4,19
1403,6/24/2013,21:43:51,70,57,10,18,11
6210,6/1/2013,1:13:20,68,69,10,25,12
7419,6/10/2013,20:43:51,67,67,10,13,18
6878,6/9/2013,2:13:20,70,79,10,1,20
2472,6/13/2013,20:13:19,66,73,10,2,8
2461,6/2/2013,9:13:19,65,64,10,19,17
3951,6/22/2013,2:00:01,69,55,10,14,8
6262,6/23/2013,5:00:01,66,66,10,26,6
6254,6/15/2013,21:33:07,67,66,10,22,12
2910,6/1/2013,7:43:51,68,72,10,20,2
4746,6/7/2013,10:00:01,70,67,10,11,12
2451,6/22/2013,23:00:01,67,80,10,4,19
4293,6/4/2013,8:33:07,65,62,10,14,2
2865,6/16/2013,10:00:01,66,71,10,19,13
6243,6/4/2013,10:33:07,67,69,10,16,3
6238,6/29/2013,5:33:07,67,71,10,29,17
500,6/21/2013,20:45:56,68,64,10,6,5
885,6/16/2013,2:33:07,69,59,10,23,11
2437,6/8/2013,9:00:01,68,80,10,9,20
6868,6/29/2013,16:43:51,68,77,10,30,1
3211,6/2/2013,20:33:07,69,77,10,16,20
6944,6/15/2013,20:00:01,69,65,10,1,3
4345,6/26/2013,12:45:56,69,57,10,3,10
2433,6/4/2013,5:00:01,69,80,10,23,4
7397,6/18/2013,22:13:19,67,59,10,21,20
876,6/7/2013,17:13:20,69,76,10,1,12
4897,6/8/2013,17:45:56,67,67,10,13,16
4900,6/11/2013,20:45:56,67,75,10,20,2
1394,6/15/2013,12:43:51,66,57,10,6,10
874,6/5/2013,15:13:20,66,56,10,9,8
1397,6/18/2013,15:43:51,70,74,10,29,1
4371,6/22/2013,14:45:56,66,59,10,14,11
6377,6/18/2013,0:00:01,69,65,10,21,8
6758,6/9/2013,2:13:20,67,70,10,5,1
1260,6/1/2013,22:13:19,69,59,10,28,1
1115,6/6/2013,21:00:01,69,68,10,14,2
6656,6/27/2013,20:13:20,69,58,10,29,14
3036,6/7/2013,13:43:51,66,62,10,5,13
7131,6/22/2013,20:00:01,68,74,10,2,11
7134,6/25/2013,23:00:01,67,66,10,16,14
7135,6/26/2013,0:13:19,70,79,10,2,5
4584,6/25/2013,16:13:20,65,69,10,27,17
1027,6/8/2013,0:45:56,67,80,10,15,12
1120,6/11/2013,2:13:19,65,62,10,6,19
7141,6/2/2013,6:13:19,65,78,10,25,19
7143,6/4/2013,8:13:19,65,68,10,4,7
4588,6/29/2013,20:13:20,69,68,10,18,18
734,6/15/2013,19:43:51,69,60,10,3,10
1124,6/15/2013,6:13:19,65,71,10,25,16
6536,6/27/2013,15:45:56,67,62,10,21,9
7153,6/14/2013,18:13:19,65,75,10,11,19
1018,6/29/2013,15:33:07,65,59,10,13,12
6692,6/3/2013,8:00:01,66,71,10,23,4
4117,6/8/2013,0:43:51,68,77,10,16,17
2667,6/28/2013,23:33:07,67,69,10,27,5
4603,6/14/2013,11:33:07,67,56,10,30,12
7052,6/3/2013,8:45:56,70,56,10,11,6
2972,6/3/2013,21:33:07,68,63,10,12,15
6512,6/3/2013,15:45:56,67,77,10,2,1
1155,6/16/2013,13:43:51,68,69,10,3,15
681,6/22/2013,14:00:01,67,55,10,19,9
2761,6/2/2013,2:13:19,70,73,10,3,5
7122,6/13/2013,11:00:01,69,56,10,8,19
2682,6/13/2013,14:45:56,70,72,10,13,13
4527,6/28/2013,7:13:19,68,62,10,4,9
2994,6/25/2013,19:00:01,65,72,10,11,20
6623,6/24/2013,11:43:51,69,78,10,8,18
4177,6/8/2013,12:33:07,69,56,10,4,3
1046,6/27/2013,19:45:56,68,66,10,2,4
4173,6/4/2013,8:33:07,69,80,10,11,20
7079,6/30/2013,11:45:56,69,63,10,14,13
1040,6/21/2013,13:45:56,69,77,10,1,7
3001,6/2/2013,2:13:19,69,55,10,29,7
3005,6/6/2013,6:13:19,69,59,10,29,3
1084,6/5/2013,9:45:56,67,60,10,30,15
2988,6/19/2013,13:00:01,67,78,10,22,10
7048,6/29/2013,4:45:56,65,58,10,18,17
725,6/6/2013,10:43:51,65,60,10,27,19
6587,6/18/2013,23:00:01,68,69,10,13,11
4550,6/21/2013,6:43:51,70,78,10,23,17
2741,6/12/2013,6:00:01,68,80,10,26,19
6644,6/15/2013,8:13:20,66,68,10,10,9
4559,6/30/2013,15:43:51,68,70,10,23,2
6568,6/29/2013,4:00:01,70,65,10,6,11
7106,6/27/2013,14:45:56,70,56,10,27,19
2983,6/14/2013,8:00:01,70,59,10,12,15
6649,6/20/2013,13:13:20,66,73,10,12,4
1109,6/30/2013,15:00:01,66,64,10,1,20
696,6/7/2013,5:13:19,70,73,10,25,11
693,6/4/2013,2:13:19,66,59,10,23,3
4195,6/26/2013,6:00:01,70,71,10,8,1
1160,6/21/2013,18:43:51,65,73,10,14,6
743,6/24/2013,4:13:20,65,68,10,16,8
7171,6/2/2013,12:43:51,65,58,10,14,14
2598,6/19/2013,2:43:51,68,58,10,26,2
3093,6/4/2013,22:33:07,69,77,10,14,10
6448,6/29/2013,23:43:51,66,68,10,6,11
6734,6/15/2013,2:43:51,66,63,10,14,10
4686,6/7/2013,22:43:51,66,72,10,15,16
4056,6/7/2013,11:33:07,70,68,10,1,13
4693,6/14/2013,5:13:20,70,71,10,22,11
4447,6/8/2013,23:43:51,66,80,10,5,12
7004,6/15/2013,8:13:20,66,58,10,26,8
3105,6/16/2013,10:00:01,66,65,10,20,17
4244,6/15/2013,7:43:51,67,55,10,1,12
4695,6/16/2013,7:13:20,67,62,10,9,15
2599,6/20/2013,3:43:51,69,58,10,10,12
7223,6/24/2013,16:33:07,67,80,10,5,7
6749,6/30/2013,17:43:51,70,69,10,21,7
4045,6/26/2013,0:33:07,70,57,10,8,18
6428,6/9/2013,3:43:51,69,58,10,13,2
600,6/1/2013,5:43:51,67,75,10,22,15
594,6/25/2013,23:13:19,67,55,10,6,2
1240,6/11/2013,2:13:19,66,64,10,11,16
955,6/26/2013,0:43:51,70,78,10,16,18
1250,6/21/2013,12:13:19,65,80,10,13,6
1251,6/22/2013,13:13:19,68,66,10,5,19
6402,6/13/2013,1:13:19,65,68,10,20,16
2555,6/6/2013,7:00:01,68,60,10,24,1
1254,6/25/2013,16:13:19,68,80,10,27,19
1216,6/17/2013,2:00:01,70,59,10,24,9
6385,6/26/2013,8:00:01,66,76,10,10,17
1003,6/14/2013,0:33:07,67,78,10,10,3
3086,6/27/2013,15:33:07,66,56,10,21,14
4635,6/16/2013,19:00:01,65,74,10,23,11
6485,6/6/2013,12:33:07,65,70,10,19,9
4099,6/20/2013,6:13:19,67,75,10,15,9
6483,6/4/2013,10:33:07,69,71,10,30,4
4222,6/23/2013,9:13:19,65,76,10,17,5
1176,6/7/2013,10:13:20,67,57,10,18,3
756,6/7/2013,17:13:20,66,61,10,5,20
2628,6/19/2013,8:13:20,68,77,10,14,16
2783,6/24/2013,0:43:51,65,78,10,15,10
4093,6/14/2013,0:13:19,66,66,10,11,12
4648,6/29/2013,8:13:19,66,68,10,6,2
2621,6/12/2013,1:13:20,69,59,10,30,20
2603,6/24/2013,7:43:51,68,77,10,2,12
7190,6/21/2013,7:13:20,69,64,10,6,18
4088,6/9/2013,19:00:01,70,62,10,20,4
7191,6/22/2013,8:13:20,69,75,10,12,13
1183,6/14/2013,17:13:20,65,56,10,9,12
4659,6/10/2013,19:13:19,68,73,10,24,5
1185,6/16/2013,19:13:20,68,62,10,1,17
4082,6/3/2013,13:00:01,67,77,10,30,8
6719,6/30/2013,11:13:19,68,66,10,17,5
1197,6/28/2013,7:33:07,65,64,10,3,16
2963,6/24/2013,12:33:07,65,55,10,13,5
4672,6/23/2013,8:43:51,69,57,10,29,16
3084,6/25/2013,13:33:07,68,72,10,27,5
4673,6/24/2013,9:43:51,66,78,10,14,4
1007,6/18/2013,4:33:07,66,71,10,13,18
1164,6/25/2013,22:43:51,68,56,10,16,1
5494,6/5/2013,0:13:19,70,72,10,12,3
1555,6/26/2013,5:33:07,67,73,10,25,7
5583,6/4/2013,17:33:07,66,70,10,15,15
2233,6/14/2013,21:13:19,65,73,10,28,15
5971,6/2/2013,21:45:56,68,62,10,8,7
1711,6/2/2013,22:43:51,65,57,10,4,3
5245,6/26/2013,10:13:20,65,71,10,17,14
1987,6/8/2013,10:33:07,67,70,10,6,1
3301,6/2/2013,19:00:01,70,68,10,18,12
5964,6/25/2013,14:45:56,69,55,10,7,9
5593,6/14/2013,3:00:01,67,56,10,25,12
1573,6/14/2013,23:33:07,68,74,10,3,17
7616,6/27/2013,1:45:56,68,56,10,15,18
5596,6/17/2013,6:00:01,67,65,10,30,20
3564,6/25/2013,18:13:19,69,68,10,24,20
7619,6/30/2013,4:45:56,69,77,10,13,5
5680,6/11/2013,18:13:20,65,55,10,21,10
1699,6/20/2013,10:43:51,66,77,10,20,15
7903,6/14/2013,5:00:01,69,66,10,19,7
2380,6/11/2013,0:13:20,67,76,10,26,10
327,6/28/2013,15:13:20,65,66,10,30,17
7833,6/4/2013,7:43:51,66,76,10,9,13
1869,6/10/2013,12:33:07,70,75,10,26,4
119,6/30/2013,23:33:07,69,60,10,9,2
7606,6/17/2013,15:45:56,68,68,10,20,12
5979,6/10/2013,5:45:56,66,71,10,6,3
7590,6/1/2013,23:33:07,67,76,10,28,5
5699,6/30/2013,13:33:07,70,71,10,13,19
1548,6/19/2013,22:13:20,67,61,10,14,15
1549,6/20/2013,23:13:20,68,64,10,21,2
206,6/27/2013,14:13:20,70,60,10,23,4
3340,6/11/2013,10:43:51,70,69,10,22,18
6002,6/3/2013,4:45:56,67,75,10,7,12
2175,6/16/2013,6:45:56,68,80,10,28,4
3470,6/21/2013,20:43:51,67,79,10,17,7
5989,6/20/2013,15:45:56,69,77,10,9,18
2257,6/8/2013,21:43:51,66,63,10,21,16
5886,6/7/2013,8:43:51,65,66,10,20,13
7603,6/14/2013,12:45:56,70,64,10,4,15
3785,6/6/2013,23:45:56,66,74,10,2,4
7826,6/27/2013,0:43:51,69,55,10,5,7
5575,6/26/2013,9:33:07,65,79,10,19,15
3290,6/21/2013,8:00:01,67,62,10,20,4
3468,6/19/2013,18:43:51,65,72,10,6,5
3291,6/22/2013,9:00:01,68,76,10,17,12
7604,6/15/2013,13:45:56,69,76,10,4,16
7687,6/8/2013,5:13:19,67,74,10,22,7
7628,6/9/2013,13:45:56,67,62,10,22,13
5566,6/17/2013,0:33:07,66,65,10,17,7
321,6/22/2013,9:13:20,68,67,10,30,14
7902,6/13/2013,4:00:01,66,70,10,9,16
137,6/18/2013,17:00:01,68,61,10,25,1
2012,6/3/2013,11:00:01,70,63,10,16,20
99,6/10/2013,3:33:07,69,79,10,29,15
3690,6/1/2013,0:43:51,70,72,10,19,8
3333,6/4/2013,3:43:51,69,69,10,19,14
1665,6/16/2013,0:13:19,69,74,10,6,11
5911,6/2/2013,9:13:20,68,71,10,29,5
5669,6/30/2013,7:13:20,68,61,10,11,18
5631,6/22/2013,17:13:19,67,64,10,3,18
5144,6/15/2013,5:33:07,67,60,10,7,13
7850,6/21/2013,0:13:20,66,68,10,5,18
5638,6/29/2013,0:43:51,69,74,10,17,4
5158,6/29/2013,19:33:07,65,71,10,8,6
3725,6/6/2013,11:13:20,70,67,10,14,11
2195,6/6/2013,7:00:01,70,56,10,4,18
104,6/15/2013,8:33:07,68,65,10,20,10
284,6/15/2013,20:13:19,67,65,10,23,3
2026,6/17/2013,1:13:19,65,72,10,30,16
2166,6/7/2013,21:45:56,66,71,10,19,19
5165,6/6/2013,2:00:01,65,80,10,26,6
1652,6/3/2013,11:00:01,65,57,10,29,16
1602,6/13/2013,4:45:56,66,78,10,2,9
5923,6/14/2013,21:13:20,69,56,10,25,17
1599,6/10/2013,1:45:56,68,56,10,3,10
5232,6/13/2013,21:43:51,66,68,10,12,13
7900,6/11/2013,2:00:01,70,65,10,23,2
7839,6/10/2013,13:43:51,68,72,10,5,1
7631,6/12/2013,16:45:56,70,77,10,12,19
5123,6/24/2013,8:13:20,70,60,10,1,19
5225,6/6/2013,14:43:51,66,56,10,10,18
3570,6/1/2013,0:43:51,67,70,10,2,20
3571,6/2/2013,1:43:51,65,55,10,20,1
5221,6/2/2013,10:43:51,66,65,10,9,19
1997,6/18/2013,20:33:07,68,60,10,21,3
1857,6/28/2013,0:33:07,65,76,10,1,4
2217,6/28/2013,5:13:19,67,67,10,30,19
7685,6/6/2013,3:13:19,70,79,10,13,11
1851,6/22/2013,18:13:20,66,74,10,3,6
2004,6/25/2013,3:00:01,67,55,10,10,17
5899,6/20/2013,21:43:51,65,60,10,18,19
5618,6/9/2013,4:13:19,68,71,10,8,3
3451,6/2/2013,1:43:51,69,79,10,29,11
5137,6/8/2013,22:13:20,68,58,10,21,20
5672,6/3/2013,10:13:20,68,62,10,6,20
1597,6/8/2013,23:45:56,65,72,10,18,3
3757,6/8/2013,19:33:07,65,67,10,2,7
2192,6/3/2013,4:00:01,69,80,10,3,17
3432,6/13/2013,6:13:19,65,63,10,11,12
5461,6/2/2013,10:45:56,68,76,10,5,13
1952,6/3/2013,23:43:51,67,78,10,12,13
6123,6/4/2013,10:33:07,68,70,10,9,8
5749,6/20/2013,15:13:19,70,65,10,1,16
403,6/14/2013,19:13:19,65,57,10,25,14
2112,6/13/2013,15:33:07,70,75,10,2,17
7507,6/8/2013,12:13:19,66,74,10,2,5
6115,6/26/2013,2:33:07,70,72,10,20,5
6114,6/25/2013,1:33:07,65,78,10,5,8
3489,6/10/2013,15:13:20,66,68,10,14,20
3858,6/19/2013,5:13:19,65,59,10,8,7
1479,6/10/2013,1:13:19,70,66,10,30,13
6093,6/4/2013,4:13:20,70,63,10,20,1
1954,6/5/2013,1:13:20,66,60,10,1,12
3524,6/15/2013,2:00:01,67,78,10,30,17
5863,6/14/2013,9:13:19,68,68,10,6,7
3525,6/16/2013,3:00:01,67,74,10,30,9
3526,6/17/2013,4:00:01,69,73,10,14,7
7963,6/14/2013,17:43:51,70,75,10,13,6
6075,6/16/2013,10:43:51,69,77,10,1,18
1826,6/27/2013,17:43:51,68,60,10,2,17
6098,6/9/2013,9:13:20,67,72,10,29,11
5473,6/14/2013,3:00:01,69,67,10,23,4
1462,6/23/2013,8:00:01,65,60,10,18,6
5745,6/16/2013,11:13:19,65,63,10,1,1
3498,6/19/2013,0:33:07,68,64,10,5,20
7793,6/24/2013,15:00:01,69,74,10,3,7
3877,6/8/2013,0:43:51,68,69,10,24,6
7997,6/18/2013,3:33:07,68,69,10,4,3
3509,6/30/2013,11:33:07,65,66,10,1,18
2095,6/26/2013,22:13:20,65,61,10,2,14
3244,6/5/2013,5:45:56,66,60,10,7,8
3246,6/7/2013,7:45:56,65,79,10,11,1
7468,6/29/2013,21:33:07,70,64,10,9,16
4962,6/13/2013,15:13:19,66,58,10,1,1
3394,6/5/2013,16:33:07,66,71,10,6,13
5482,6/23/2013,12:00:01,70,70,10,18,9
1946,6/27/2013,17:43:51,66,66,10,6,10
1762,6/23/2013,1:00:01,66,63,10,12,12
5296,6/17/2013,13:00:01,70,55,10,22,17
7474,6/5/2013,3:00:01,68,74,10,1,20
1814,6/15/2013,5:43:51,69,56,10,7,13
10,6/11/2013,10:00:01,67,70,10,17,15
5293,6/14/2013,10:00:01,66,58,10,5,8
3864,6/25/2013,11:13:19,69,61,10,29,4
3516,6/7/2013,18:33:07,69,57,10,10,18
6071,6/12/2013,6:43:51,66,58,10,26,5
6011,6/12/2013,13:45:56,70,62,10,4,6
1616,6/27/2013,18:45:56,68,68,10,12,18
5020,6/11/2013,1:33:07,69,57,10,8,14
5440,6/11/2013,13:45:56,70,57,10,12,18
6048,6/19/2013,7:13:19,68,80,10,12,17
1727,6/18/2013,14:13:20,65,67,10,2,18
6046,6/17/2013,5:13:19,69,63,10,4,15
5048,6/9/2013,5:00:01,70,70,10,27,9
5053,6/14/2013,10:00:01,67,78,10,28,3
5552,6/3/2013,10:13:20,66,78,10,13,13
6038,6/9/2013,21:00:01,66,67,10,18,13
1532,6/3/2013,6:13:20,68,62,10,1,10
3604,6/5/2013,10:13:20,65,60,10,11,3
344,6/15/2013,8:33:07,66,72,10,29,3
5325,6/16/2013,18:13:19,67,65,10,2,16
149,6/30/2013,5:13:19,67,61,10,20,9
5434,6/5/2013,7:45:56,67,77,10,14,3
5776,6/17/2013,18:43:51,67,72,10,12,2
5065,6/26/2013,22:00:01,69,61,10,1,14
1976,6/27/2013,23:13:20,67,65,10,11,6
6018,6/19/2013,1:00:01,66,57,10,28,5
1723,6/14/2013,10:13:20,69,74,10,27,8
1829,6/30/2013,20:43:51,69,62,10,8,6
6036,6/7/2013,19:00:01,70,59,10,29,20
7767,6/28/2013,13:33:07,65,61,10,30,14
5542,6/23/2013,0:13:20,70,62,10,30,3
5450,6/21/2013,23:45:56,68,78,10,10,5
7959,6/10/2013,13:43:51,68,78,10,9,20
1509,6/10/2013,7:43:51,66,67,10,15,15
1768,6/29/2013,7:00:01,66,56,10,14,15
7865,6/6/2013,15:13:20,70,80,10,9,14
5273,6/24/2013,14:33:07,65,80,10,6,1
7770,6/1/2013,16:33:07,66,56,10,7,4
7540,6/11/2013,21:43:51,69,69,10,29,12
7958,6/9/2013,12:43:51,67,72,10,29,16
5034,6/25/2013,15:33:07,68,63,10,6,3
5523,6/4/2013,5:43:51,65,76,10,2,13
3482,6/3/2013,8:13:20,70,61,10,26,11
7553,6/24/2013,10:13:20,70,66,10,5,10
6058,6/29/2013,17:13:19,67,63,10,14,3
356,6/27/2013,20:33:07,67,76,10,15,2
3818,6/9/2013,8:45:56,69,75,10,16,8
1914,6/25/2013,9:13:19,67,74,10,13,15
264,6/25/2013,0:13:19,65,69,10,5,16
3706,6/17/2013,16:43:51,66,79,10,15,7
6057,6/28/2013,16:13:19,68,55,10,19,12
1522,6/23/2013,20:43:51,70,76,10,20,11
5716,6/17/2013,6:00:01,68,57,10,12,18
7774,6/5/2013,20:33:07,70,75,10,3,14
1808,6/9/2013,23:13:19,69,70,11,14,19
2391,6/22/2013,11:13:20,70,73,11,29,14
2052,6/13/2013,3:43:51,66,76,11,1,6
1765,6/26/2013,4:00:01,69,58,11,8,17
5312,6/3/2013,5:13:19,69,78,11,12,19
1079,6/30/2013,4:45:56,67,79,11,28,19
1078,6/29/2013,3:45:56,70,79,11,11,4
1075,6/26/2013,0:45:56,70,56,11,22,19
5718,6/19/2013,8:00:01,66,64,11,9,17
1770,6/1/2013,9:00:01,66,58,11,21,2
2066,6/27/2013,17:43:51,65,67,11,25,7
2727,6/28/2013,11:45:56,68,77,11,24,5
2065,6/26/2013,16:43:51,66,55,11,6,5
5339,6/30/2013,8:43:51,69,79,11,21,18
4531,6/2/2013,11:13:19,70,75,11,10,18
6627,6/28/2013,15:43:51,68,77,11,24,9
1796,6/27/2013,11:13:19,65,73,11,2,10
6633,6/4/2013,21:43:51,66,72,11,11,18
1045,6/26/2013,18:45:56,67,63,11,27,7
2047,6/8/2013,22:13:19,67,69,11,12,5
981,6/22/2013,2:13:20,66,75,11,19,8
2743,6/14/2013,8:00:01,69,78,11,7,8
5563,6/14/2013,21:13:20,68,59,11,28,9
922,6/23/2013,15:00:01,68,75,11,22,4
1975,6/26/2013,22:13:20,68,67,11,20,2
5556,6/7/2013,14:13:20,65,67,11,3,3
1901,6/12/2013,20:00:01,69,71,11,12,1
4390,6/11/2013,14:00:01,69,77,11,22,11
903,6/4/2013,20:33:07,69,65,11,24,4
1968,6/19/2013,15:13:20,68,67,11,19,14
894,6/25/2013,11:33:07,68,61,11,1,20
891,6/22/2013,8:33:07,70,55,11,24,10
5533,6/14/2013,15:43:51,70,68,11,9,11
4370,6/21/2013,13:45:56,68,64,11,2,14
4366,6/17/2013,9:45:56,68,57,11,15,2
4407,6/28/2013,7:13:19,70,76,11,28,5
4364,6/15/2013,7:45:56,68,61,11,5,13
886,6/17/2013,3:33:07,70,59,11,30,2
5466,6/7/2013,15:45:56,65,73,11,7,18
4354,6/5/2013,21:45:56,70,64,11,20,14
5468,6/9/2013,17:45:56,68,68,11,26,15
1928,6/9/2013,23:13:19,69,79,11,15,3
864,6/25/2013,5:13:20,67,73,11,27,9
859,6/20/2013,0:13:20,68,63,11,18,4
1949,6/30/2013,20:43:51,67,76,11,15,14
4332,6/13/2013,23:45:56,65,66,11,22,5
854,6/15/2013,19:43:51,66,66,11,6,3
6901,6/2/2013,1:33:07,68,71,11,10,20
5485,6/26/2013,15:00:01,68,76,11,6,8
2893,6/14/2013,14:13:19,66,80,11,6,10
6856,6/17/2013,4:43:51,66,76,11,8,15
5660,6/21/2013,22:43:51,68,62,11,17,5
6793,6/14/2013,13:33:07,67,65,11,26,7
6790,6/11/2013,10:33:07,69,65,11,18,10
6651,6/22/2013,15:13:20,69,63,11,24,9
5641,6/2/2013,3:43:51,69,62,11,12,1
1830,6/1/2013,21:43:51,67,79,11,23,20
6680,6/21/2013,20:33:07,65,58,11,13,10
5634,6/25/2013,20:13:19,68,63,11,17,1
4490,6/21/2013,18:33:07,69,59,11,20,13
6695,6/6/2013,11:00:01,70,68,11,1,16
1840,6/11/2013,7:13:20,68,71,11,3,18
6706,6/17/2013,22:00:01,68,69,11,10,11
6715,6/26/2013,7:13:19,65,73,11,5,2
1841,6/12/2013,8:13:20,66,56,11,18,13
5614,6/5/2013,0:13:19,65,63,11,16,12
6717,6/28/2013,9:13:19,66,62,11,7,6
927,6/28/2013,20:00:01,65,56,11,1,14
1005,6/16/2013,2:33:07,66,63,11,17,15
993,6/4/2013,14:13:20,69,80,11,19,10
4459,6/20/2013,11:13:20,68,73,11,28,17
2804,6/15/2013,21:43:51,65,60,11,27,2
6740,6/21/2013,8:43:51,68,59,11,25,19
1868,6/9/2013,11:33:07,65,69,11,18,16
6586,6/17/2013,22:00:01,68,67,11,28,9
4438,6/29/2013,14:43:51,70,61,11,22,15
956,6/27/2013,1:43:51,65,63,11,17,10
2820,6/1/2013,13:13:20,70,72,11,4,12
5577,6/28/2013,11:33:07,68,55,11,1,14
943,6/14/2013,12:13:19,69,75,11,22,18
1881,6/22/2013,0:00:01,69,77,11,14,8
6775,6/26/2013,19:13:20,70,56,11,4,7
5605,6/26/2013,15:00:01,67,61,11,3,3
6584,6/15/2013,20:00:01,69,66,11,8,1
5861,6/12/2013,7:13:19,68,64,11,6,3
6579,6/10/2013,15:00:01,68,73,11,7,18
5068,6/29/2013,1:13:19,69,64,11,3,1
6303,6/4/2013,22:13:19,69,78,11,20,10
4812,6/13/2013,4:13:20,67,65,11,26,10
2495,6/6/2013,19:43:51,66,66,11,3,15
4818,6/19/2013,10:13:20,69,68,11,6,17
6021,6/22/2013,4:00:01,69,72,11,16,7
1325,6/6/2013,15:33:07,66,80,11,23,7
2275,6/26/2013,15:13:20,65,66,11,10,4
6293,6/24/2013,12:13:19,67,62,11,27,15
6284,6/15/2013,3:13:19,69,62,11,10,10
2475,6/16/2013,23:13:19,66,78,11,4,6
6281,6/12/2013,0:13:19,70,61,11,4,6
2473,6/14/2013,21:13:19,65,73,11,26,17
1525,6/26/2013,23:43:51,65,79,11,8,14
2470,6/11/2013,18:13:19,66,63,11,27,10
1350,6/1/2013,16:00:01,69,75,11,20,14
2481,6/22/2013,5:43:51,69,64,11,16,8
4848,6/19/2013,16:33:07,68,79,11,18,2
6310,6/11/2013,5:43:51,66,64,11,19,3
2267,6/18/2013,7:13:20,67,63,11,9,10
5956,6/17/2013,6:45:56,68,68,11,13,9
5957,6/18/2013,7:45:56,68,75,11,30,14
4749,6/10/2013,13:00:01,65,67,11,8,11
1582,6/23/2013,8:45:56,70,62,11,25,4
2533,6/14/2013,9:33:07,66,58,11,18,3
4760,6/21/2013,0:13:19,66,64,11,14,3
5969,6/30/2013,19:45:56,68,69,11,23,8
6007,6/8/2013,9:45:56,66,66,11,30,5
2234,6/15/2013,22:13:19,70,56,11,2,7
1564,6/5/2013,14:33:07,65,73,11,7,19
6336,6/7/2013,7:13:20,70,74,11,12,5
2514,6/25/2013,14:13:20,65,72,11,18,6
6334,6/5/2013,5:13:20,67,72,11,9,16
2250,6/1/2013,14:43:51,68,71,11,20,18
6326,6/27/2013,21:43:51,65,77,11,28,5
4789,6/20/2013,5:43:51,70,71,11,18,18
2242,6/23/2013,6:43:51,70,57,11,17,20
4744,6/5/2013,8:00:01,69,65,11,8,17
4850,6/21/2013,18:33:07,66,63,11,26,7
1370,6/21/2013,12:13:19,70,56,11,28,16
4916,6/27/2013,12:45:56,68,58,11,3,16
6132,6/13/2013,19:33:07,67,66,11,21,1
6195,6/16/2013,10:43:51,68,65,11,19,11
4973,6/24/2013,2:43:51,65,56,11,18,11
4972,6/23/2013,1:43:51,69,80,11,15,7
