",Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID\n"
"4411,6/2/2013,11:13:19,70,70,10,3,7\n"
"1292,6/3/2013,6:13:20,70,63,10,9,12\n"
"4004,6/15/2013,7:43:51,67,71,10,10,3\n"
"4401,6/22/2013,1:13:19,70,69,10,1,19\n"
"2530,6/11/2013,6:33:07,66,68,10,10,14\n"
"562,6/23/2013,15:00:01,68,66,10,29,18\n"
"795,6/16/2013,8:00:01,67,56,10,11,12\n"
"4779,6/10/2013,19:13:19,69,72,10,16,15\n"
"788,6/9/2013,1:00:01,70,80,10,26,6\n"
"2854,6/5/2013,23:33:07,65,79,10,24,12\n"
"3995,6/6/2013,22:13:19,66,75,10,22,10\n"
"4783,6/14/2013,23:13:19,67,78,10,3,13\n"
"1301,6/12/2013,15:13:20,68,64,10,22,4\n"
"2512,6/23/2013,12:13:20,70,77,10,12,8\n"
"6807,6/28/2013,3:00:01,65,68,10,23,11\n"
"4269,6/10/2013,8:13:20,68,56,10,21,12\n"
"3989,6/30/2013,16:13:19,70,64,10,20,16\n"
"2843,6/24/2013,12:33:07,67,57,10,5,1\n"
"3149,6/30/2013,6:43:51,65,79,10,7,16\n"
"6353,6/24/2013,0:33:07,66,60,10,21,6\n"
"1307,6/18/2013,21:13:20,70,63,10,5,3\n"
"2508,6/19/2013,8:13:20,67,63,10,15,14\n"
"4372,6/23/2013,15:45:56,65,66,10,9,18\n"
"7089,6/10/2013,21:45:56,69,70,10,25,17\n"
"1335,6/16/2013,1:00:01,65,66,10,1,1\n"
"4909,6/20/2013,5:45:56,67,76,10,19,20\n"
"3915,6/16/2013,14:13:20,67,59,10,28,9\n"
"3914,6/15/2013,13:13:20,69,69,10,28,6\n"
"856,6/17/2013,21:43:51,67,80,10,13,7\n"
"6911,6/12/2013,11:33:07,69,74,10,14,4\n"
"832,6/23/2013,21:13:19,68,76,10,5,6\n"
"2418,6/19/2013,14:33:07,66,65,10,12,2\n"
"3908,6/9/2013,7:13:20,70,57,10,22,6\n"
"6899,6/30/2013,23:13:20,67,71,10,27,10\n"
"4312,6/23/2013,3:45:56,67,56,10,23,14\n"
"6920,6/21/2013,20:33:07,66,55,10,1,6\n"
"6201,6/22/2013,16:43:51,67,59,10,10,20\n"
"4337,6/18/2013,4:45:56,65,61,10,21,15\n"
"6919,6/20/2013,19:33:07,65,73,10,2,15\n"
"4325,6/6/2013,16:45:56,68,62,10,26,15\n"
"7437,6/28/2013,14:13:20,69,79,10,8,3\n"
"7439,6/30/2013,16:13:20,68,58,10,5,14\n"
"4923,6/4/2013,0:00:01,67,62,10,22,8\n"
"2398,6/29/2013,18:13:20,70,59,10,12,17\n"
"2397,6/28/2013,17:13:20,66,64,10,12,14\n"
"2396,6/27/2013,16:13:20,70,69,10,22,18\n"
"6912,6/13/2013,12:33:07,69,73,10,21,7\n"
"432,6/13/2013,0:13:20,70,55,10,28,13\n"
"3886,6/17/2013,9:43:51,67,75,10,8,7\n"
"1420,6/11/2013,14:13:20,69,65,10,17,5\n"
"4953,6/4/2013,6:13:19,65,68,10,4,19\n"
"1403,6/24/2013,21:43:51,70,57,10,18,11\n"
"6210,6/1/2013,1:13:20,68,69,10,25,12\n"
"7419,6/10/2013,20:43:51,67,67,10,13,18\n"
"6878,6/9/2013,2:13:20,70,79,10,1,20\n"
"2472,6/13/2013,20:13:19,66,73,10,2,8\n"
"2461,6/2/2013,9:13:19,65,64,10,19,17\n"
"3951,6/22/2013,2:00:01,69,55,10,14,8\n"
"6262,6/23/2013,5:00:01,66,66,10,26,6\n"
"6254,6/15/2013,21:33:07,67,66,10,22,12\n"
"2910,6/1/2013,7:43:51,68,72,10,20,2\n"
"4746,6/7/2013,10:00:01,70,67,10,11,12\n"
"2451,6/22/2013,23:00:01,67,80,10,4,19\n"
"4293,6/4/2013,8:33:07,65,62,10,14,2\n"
"2865,6/16/2013,10:00:01,66,71,10,19,13\n"
"6243,6/4/2013,10:33:07,67,69,10,16,3\n"
"6238,6/29/2013,5:33:07,67,71,10,29,17\n"
"500,6/21/2013,20:45:56,68,64,10,6,5\n"
"885,6/16/2013,2:33:07,69,59,10,23,11\n"
"2437,6/8/2013,9:00:01,68,80,10,9,20\n"
"6868,6/29/2013,16:43:51,68,77,10,30,1\n"
"3211,6/2/2013,20:33:07,69,77,10,16,20\n"
"6944,6/15/2013,20:00:01,69,65,10,1,3\n"
"4345,6/26/2013,12:45:56,69,57,10,3,10\n"
"2433,6/4/2013,5:00:01,69,80,10,23,4\n"
"7397,6/18/2013,22:13:19,67,59,10,21,20\n"
"876,6/7/2013,17:13:20,69,76,10,1,12\n"
"4897,6/8/2013,17:45:56,67,67,10,13,16\n"
"4900,6/11/2013,20:45:56,67,75,10,20,2\n"
"1394,6/15/2013,12:43:51,66,57,10,6,10\n"
"874,6/5/2013,15:13:20,66,56,10,9,8\n"
"1397,6/18/2013,15:43:51,70,74,10,29,1\n"
"4371,6/22/2013,14:45:56,66,59,10,14,11\n"
"6377,6/18/2013,0:00:01,69,65,10,21,8\n"
"6758,6/9/2013,2:13:20,67,70,10,5,1\n"
"1260,6/1/2013,22:13:19,69,59,10,28,1\n"
"1115,6/6/2013,21:00:01,69,68,10,14,2\n"
"6656,6/27/2013,20:13:20,69,58,10,29,14\n"
"3036,6/7/2013,13:43:51,66,62,10,5,13\n"
"7131,6/22/2013,20:00:01,68,74,10,2,11\n"
"7134,6/25/2013,23:00:01,67,66,10,16,14\n"
"7135,6/26/2013,0:13:19,70,79,10,2,5\n"
"4584,6/25/2013,16:13:20,65,69,10,27,17\n"
"1027,6/8/2013,0:45:56,67,80,10,15,12\n"
"1120,6/11/2013,2:13:19,65,62,10,6,19\n"
"7141,6/2/2013,6:13:19,65,78,10,25,19\n"
"7143,6/4/2013,8:13:19,65,68,10,4,7\n"
"4588,6/29/2013,20:13:20,69,68,10,18,18\n"
"734,6/15/2013,19:43:51,69,60,10,3,10\n"
"1124,6/15/2013,6:13:19,65,71,10,25,16\n"
"6536,6/27/2013,15:45:56,67,62,10,21,9\n"
"7153,6/14/2013,18:13:19,65,75,10,11,19\n"
"1018,6/29/2013,15:33:07,65,59,10,13,12\n"
"6692,6/3/2013,8:00:01,66,71,10,23,4\n"
"4117,6/8/2013,0:43:51,68,77,10,16,17\n"
"2667,6/28/2013,23:33:07,67,69,10,27,5\n"
"4603,6/14/2013,11:33:07,67,56,10,30,12\n"
"7052,6/3/2013,8:45:56,70,56,10,11,6\n"
"2972,6/3/2013,21:33:07,68,63,10,12,15\n"
"6512,6/3/2013,15:45:56,67,77,10,2,1\n"
"1155,6/16/2013,13:43:51,68,69,10,3,15\n"
"681,6/22/2013,14:00:01,67,55,10,19,9\n"
"2761,6/2/2013,2:13:19,70,73,10,3,5\n"
"7122,6/13/2013,11:00:01,69,56,10,8,19\n"
"2682,6/13/2013,14:45:56,70,72,10,13,13\n"
"4527,6/28/2013,7:13:19,68,62,10,4,9\n"
"2994,6/25/2013,19:00:01,65,72,10,11,20\n"
"6623,6/24/2013,11:43:51,69,78,10,8,18\n"
"4177,6/8/2013,12:33:07,69,56,10,4,3\n"
"1046,6/27/2013,19:45:56,68,66,10,2,4\n"
"4173,6/4/2013,8:33:07,69,80,10,11,20\n"
"7079,6/30/2013,11:45:56,69,63,10,14,13\n"
"1040,6/21/2013,13:45:56,69,77,10,1,7\n"
"3001,6/2/2013,2:13:19,69,55,10,29,7\n"
"3005,6/6/2013,6:13:19,69,59,10,29,3\n"
"1084,6/5/2013,9:45:56,67,60,10,30,15\n"
"2988,6/19/2013,13:00:01,67,78,10,22,10\n"
"7048,6/29/2013,4:45:56,65,58,10,18,17\n"
"725,6/6/2013,10:43:51,65,60,10,27,19\n"
"6587,6/18/2013,23:00:01,68,69,10,13,11\n"
"4550,6/21/2013,6:43:51,70,78,10,23,17\n"
"2741,6/12/2013,6:00:01,68,80,10,26,19\n"
"6644,6/15/2013,8:13:20,66,68,10,10,9\n"
"4559,6/30/2013,15:43:51,68,70,10,23,2\n"
"6568,6/29/2013,4:00:01,70,65,10,6,11\n"
"7106,6/27/2013,14:45:56,70,56,10,27,19\n"
"2983,6/14/2013,8:00:01,70,59,10,12,15\n"
"6649,6/20/2013,13:13:20,66,73,10,12,4\n"
"1109,6/30/2013,15:00:01,66,64,10,1,20\n"
"696,6/7/2013,5:13:19,70,73,10,25,11\n"
"693,6/4/2013,2:13:19,66,59,10,23,3\n"
"4195,6/26/2013,6:00:01,70,71,10,8,1\n"
"1160,6/21/2013,18:43:51,65,73,10,14,6\n"
"743,6/24/2013,4:13:20,65,68,10,16,8\n"
"7171,6/2/2013,12:43:51,65,58,10,14,14\n"
"2598,6/19/2013,2:43:51,68,58,10,26,2\n"
"3093,6/4/2013,22:33:07,69,77,10,14,10\n"
"6448,6/29/2013,23:43:51,66,68,10,6,11\n"
"6734,6/15/2013,2:43:51,66,63,10,14,10\n"
"4686,6/7/2013,22:43:51,66,72,10,15,16\n"
"4056,6/7/2013,11:33:07,70,68,10,1,13\n"
"4693,6/14/2013,5:13:20,70,71,10,22,11\n"
"4447,6/8/2013,23:43:51,66,80,10,5,12\n"
"7004,6/15/2013,8:13:20,66,58,10,26,8\n"
"3105,6/16/2013,10:00:01,66,65,10,20,17\n"
"4244,6/15/2013,7:43:51,67,55,10,1,12\n"
"4695,6/16/2013,7:13:20,67,62,10,9,15\n"
"2599,6/20/2013,3:43:51,69,58,10,10,12\n"
"7223,6/24/2013,16:33:07,67,80,10,5,7\n"
"6749,6/30/2013,17:43:51,70,69,10,21,7\n"
"4045,6/26/2013,0:33:07,70,57,10,8,18\n"
"6428,6/9/2013,3:43:51,69,58,10,13,2\n"
"600,6/1/2013,5:43:51,67,75,10,22,15\n"
"594,6/25/2013,23:13:19,67,55,10,6,2\n"
"1240,6/11/2013,2:13:19,66,64,10,11,16\n"
"955,6/26/2013,0:43:51,70,78,10,16,18\n"
"1250,6/21/2013,12:13:19,65,80,10,13,6\n"
"1251,6/22/2013,13:13:19,68,66,10,5,19\n"
"6402,6/13/2013,1:13:19,65,68,10,20,16\n"
"2555,6/6/2013,7:00:01,68,60,10,24,1\n"
"1254,6/25/2013,16:13:19,68,80,10,27,19\n"
"1216,6/17/2013,2:00:01,70,59,10,24,9\n"
"6385,6/26/2013,8:00:01,66,76,10,10,17\n"
"1003,6/14/2013,0:33:07,67,78,10,10,3\n"
"3086,6/27/2013,15:33:07,66,56,10,21,14\n"
"4635,6/16/2013,19:00:01,65,74,10,23,11\n"
"6485,6/6/2013,12:33:07,65,70,10,19,9\n"
"4099,6/20/2013,6:13:19,67,75,10,15,9\n"
"6483,6/4/2013,10:33:07,69,71,10,30,4\n"
"4222,6/23/2013,9:13:19,65,76,10,17,5\n"
"1176,6/7/2013,10:13:20,67,57,10,18,3\n"
"756,6/7/2013,17:13:20,66,61,10,5,20\n"
"2628,6/19/2013,8:13:20,68,77,10,14,16\n"
"2783,6/24/2013,0:43:51,65,78,10,15,10\n"
"4093,6/14/2013,0:13:19,66,66,10,11,12\n"
"4648,6/29/2013,8:13:19,66,68,10,6,2\n"
"2621,6/12/2013,1:13:20,69,59,10,30,20\n"
"2603,6/24/2013,7:43:51,68,77,10,2,12\n"
"7190,6/21/2013,7:13:20,69,64,10,6,18\n"
"4088,6/9/2013,19:00:01,70,62,10,20,4\n"
"7191,6/22/2013,8:13:20,69,75,10,12,13\n"
"1183,6/14/2013,17:13:20,65,56,10,9,12\n"
"4659,6/10/2013,19:13:19,68,73,10,24,5\n"
"1185,6/16/2013,19:13:20,68,62,10,1,17\n"
"4082,6/3/2013,13:00:01,67,77,10,30,8\n"
"6719,6/30/2013,11:13:19,68,66,10,17,5\n"
"1197,6/28/2013,7:33:07,65,64,10,3,16\n"
"2963,6/24/2013,12:33:07,65,55,10,13,5\n"
"4672,6/23/2013,8:43:51,69,57,10,29,16\n"
"3084,6/25/2013,13:33:07,68,72,10,27,5\n"
"4673,6/24/2013,9:43:51,66,78,10,14,4\n"
"1007,6/18/2013,4:33:07,66,71,10,13,18\n"
"1164,6/25/2013,22:43:51,68,56,10,16,1\n"
"5494,6/5/2013,0:13:19,70,72,10,12,3\n"
"1555,6/26/2013,5:33:07,67,73,10,25,7\n"
"5583,6/4/2013,17:33:07,66,70,10,15,15\n"
"2233,6/14/2013,21:13:19,65,73,10,28,15\n"
"5971,6/2/2013,21:45:56,68,62,10,8,7\n"
"1711,6/2/2013,22:43:51,65,57,10,4,3\n"
"5245,6/26/2013,10:13:20,65,71,10,17,14\n"
"1987,6/8/2013,10:33:07,67,70,10,6,1\n"
"3301,6/2/2013,19:00:01,70,68,10,18,12\n"
"5964,6/25/2013,14:45:56,69,55,10,7,9\n"
"5593,6/14/2013,3:00:01,67,56,10,25,12\n"
"1573,6/14/2013,23:33:07,68,74,10,3,17\n"
"7616,6/27/2013,1:45:56,68,56,10,15,18\n"
"5596,6/17/2013,6:00:01,67,65,10,30,20\n"
"3564,6/25/2013,18:13:19,69,68,10,24,20\n"
"7619,6/30/2013,4:45:56,69,77,10,13,5\n"
"5680,6/11/2013,18:13:20,65,55,10,21,10\n"
"1699,6/20/2013,10:43:51,66,77,10,20,15\n"
"7903,6/14/2013,5:00:01,69,66,10,19,7\n"
"2380,6/11/2013,0:13:20,67,76,10,26,10\n"
"327,6/28/2013,15:13:20,65,66,10,30,17\n"
"7833,6/4/2013,7:43:51,66,76,10,9,13\n"
"1869,6/10/2013,12:33:07,70,75,10,26,4\n"
"119,6/30/2013,23:33:07,69,60,10,9,2\n"
"7606,6/17/2013,15:45:56,68,68,10,20,12\n"
"5979,6/10/2013,5:45:56,66,71,10,6,3\n"
"7590,6/1/2013,23:33:07,67,76,10,28,5\n"
"5699,6/30/2013,13:33:07,70,71,10,13,19\n"
"1548,6/19/2013,22:13:20,67,61,10,14,15\n"
"1549,6/20/2013,23:13:20,68,64,10,21,2\n"
"206,6/27/2013,14:13:20,70,60,10,23,4\n"
"3340,6/11/2013,10:43:51,70,69,10,22,18\n"
"6002,6/3/2013,4:45:56,67,75,10,7,12\n"
"2175,6/16/2013,6:45:56,68,80,10,28,4\n"
"3470,6/21/2013,20:43:51,67,79,10,17,7\n"
"5989,6/20/2013,15:45:56,69,77,10,9,18\n"
"2257,6/8/2013,21:43:51,66,63,10,21,16\n"
"5886,6/7/2013,8:43:51,65,66,10,20,13\n"
"7603,6/14/2013,12:45:56,70,64,10,4,15\n"
"3785,6/6/2013,23:45:56,66,74,10,2,4\n"
"7826,6/27/2013,0:43:51,69,55,10,5,7\n"
"5575,6/26/2013,9:33:07,65,79,10,19,15\n"
"3290,6/21/2013,8:00:01,67,62,10,20,4\n"
"3468,6/19/2013,18:43:51,65,72,10,6,5\n"
"3291,6/22/2013,9:00:01,68,76,10,17,12\n"
"7604,6/15/2013,13:45:56,69,76,10,4,16\n"
"7687,6/8/2013,5:13:19,67,74,10,22,7\n"
"7628,6/9/2013,13:45:56,67,62,10,22,13\n"
"5566,6/17/2013,0:33:07,66,65,10,17,7\n"
"321,6/22/2013,9:13:20,68,67,10,30,14\n"
"7902,6/13/2013,4:00:01,66,70,10,9,16\n"
"137,6/18/2013,17:00:01,68,61,10,25,1\n"
"2012,6/3/2013,11:00:01,70,63,10,16,20\n"
"99,6/10/2013,3:33:07,69,79,10,29,15\n"
"3690,6/1/2013,0:43:51,70,72,10,19,8\n"
"3333,6/4/2013,3:43:51,69,69,10,19,14\n"
"1665,6/16/2013,0:13:19,69,74,10,6,11\n"
"5911,6/2/2013,9:13:20,68,71,10,29,5\n"
"5669,6/30/2013,7:13:20,68,61,10,11,18\n"
"5631,6/22/2013,17:13:19,67,64,10,3,18\n"
"5144,6/15/2013,5:33:07,67,60,10,7,13\n"
"7850,6/21/2013,0:13:20,66,68,10,5,18\n"
"5638,6/29/2013,0:43:51,69,74,10,17,4\n"
"5158,6/29/2013,19:33:07,65,71,10,8,6\n"
"3725,6/6/2013,11:13:20,70,67,10,14,11\n"
"2195,6/6/2013,7:00:01,70,56,10,4,18\n"
"104,6/15/2013,8:33:07,68,65,10,20,10\n"
"284,6/15/2013,20:13:19,67,65,10,23,3\n"
"2026,6/17/2013,1:13:19,65,72,10,30,16\n"
"2166,6/7/2013,21:45:56,66,71,10,19,19\n"
"5165,6/6/2013,2:00:01,65,80,10,26,6\n"
"1652,6/3/2013,11:00:01,65,57,10,29,16\n"
"1602,6/13/2013,4:45:56,66,78,10,2,9\n"
"5923,6/14/2013,21:13:20,69,56,10,25,17\n"
"1599,6/10/2013,1:45:56,68,56,10,3,10\n"
"5232,6/13/2013,21:43:51,66,68,10,12,13\n"
"7900,6/11/2013,2:00:01,70,65,10,23,2\n"
"7839,6/10/2013,13:43:51,68,72,10,5,1\n"
"7631,6/12/2013,16:45:56,70,77,10,12,19\n"
"5123,6/24/2013,8:13:20,70,60,10,1,19\n"
"5225,6/6/2013,14:43:51,66,56,10,10,18\n"
"3570,6/1/2013,0:43:51,67,70,10,2,20\n"
"3571,6/2/2013,1:43:51,65,55,10,20,1\n"
"5221,6/2/2013,10:43:51,66,65,10,9,19\n"
"1997,6/18/2013,20:33:07,68,60,10,21,3\n"
"1857,6/28/2013,0:33:07,65,76,10,1,4\n"
"2217,6/28/2013,5:13:19,67,67,10,30,19\n"
"7685,6/6/2013,3:13:19,70,79,10,13,11\n"
"1851,6/22/2013,18:13:20,66,74,10,3,6\n"
"2004,6/25/2013,3:00:01,67,55,10,10,17\n"
"5899,6/20/2013,21:43:51,65,60,10,18,19\n"
"5618,6/9/2013,4:13:19,68,71,10,8,3\n"
"3451,6/2/2013,1:43:51,69,79,10,29,11\n"
"5137,6/8/2013,22:13:20,68,58,10,21,20\n"
"5672,6/3/2013,10:13:20,68,62,10,6,20\n"
"1597,6/8/2013,23:45:56,65,72,10,18,3\n"
"3757,6/8/2013,19:33:07,65,67,10,2,7\n"
"2192,6/3/2013,4:00:01,69,80,10,3,17\n"
"3432,6/13/2013,6:13:19,65,63,10,11,12\n"
"5461,6/2/2013,10:45:56,68,76,10,5,13\n"
"1952,6/3/2013,23:43:51,67,78,10,12,13\n"
"6123,6/4/2013,10:33:07,68,70,10,9,8\n"
"5749,6/20/2013,15:13:19,70,65,10,1,16\n"
"403,6/14/2013,19:13:19,65,57,10,25,14\n"
"2112,6/13/2013,15:33:07,70,75,10,2,17\n"
"7507,6/8/2013,12:13:19,66,74,10,2,5\n"
"6115,6/26/2013,2:33:07,70,72,10,20,5\n"
"6114,6/25/2013,1:33:07,65,78,10,5,8\n"
"3489,6/10/2013,15:13:20,66,68,10,14,20\n"
"3858,6/19/2013,5:13:19,65,59,10,8,7\n"
"1479,6/10/2013,1:13:19,70,66,10,30,13\n"
"6093,6/4/2013,4:13:20,70,63,10,20,1\n"
"1954,6/5/2013,1:13:20,66,60,10,1,12\n"
"3524,6/15/2013,2:00:01,67,78,10,30,17\n"
"5863,6/14/2013,9:13:19,68,68,10,6,7\n"
"3525,6/16/2013,3:00:01,67,74,10,30,9\n"
"3526,6/17/2013,4:00:01,69,73,10,14,7\n"
"7963,6/14/2013,17:43:51,70,75,10,13,6\n"
"6075,6/16/2013,10:43:51,69,77,10,1,18\n"
"1826,6/27/2013,17:43:51,68,60,10,2,17\n"
"6098,6/9/2013,9:13:20,67,72,10,29,11\n"
"5473,6/14/2013,3:00:01,69,67,10,23,4\n"
"1462,6/23/2013,8:00:01,65,60,10,18,6\n"
"5745,6/16/2013,11:13:19,65,63,10,1,1\n"
"3498,6/19/2013,0:33:07,68,64,10,5,20\n"
"7793,6/24/2013,15:00:01,69,74,10,3,7\n"
"3877,6/8/2013,0:43:51,68,69,10,24,6\n"
"7997,6/18/2013,3:33:07,68,69,10,4,3\n"
"3509,6/30/2013,11:33:07,65,66,10,1,18\n"
"2095,6/26/2013,22:13:20,65,61,10,2,14\n"
"3244,6/5/2013,5:45:56,66,60,10,7,8\n"
"3246,6/7/2013,7:45:56,65,79,10,11,1\n"
"7468,6/29/2013,21:33:07,70,64,10,9,16\n"
"4962,6/13/2013,15:13:19,66,58,10,1,1\n"
"3394,6/5/2013,16:33:07,66,71,10,6,13\n"
"5482,6/23/2013,12:00:01,70,70,10,18,9\n"
"1946,6/27/2013,17:43:51,66,66,10,6,10\n"
"1762,6/23/2013,1:00:01,66,63,10,12,12\n"
"5296,6/17/2013,13:00:01,70,55,10,22,17\n"
"7474,6/5/2013,3:00:01,68,74,10,1,20\n"
"1814,6/15/2013,5:43:51,69,56,10,7,13\n"
"10,6/11/2013,10:00:01,67,70,10,17,15\n"
"5293,6/14/2013,10:00:01,66,58,10,5,8\n"
"3864,6/25/2013,11:13:19,69,61,10,29,4\n"
"3516,6/7/2013,18:33:07,69,57,10,10,18\n"
"6071,6/12/2013,6:43:51,66,58,10,26,5\n"
"6011,6/12/2013,13:45:56,70,62,10,4,6\n"
"1616,6/27/2013,18:45:56,68,68,10,12,18\n"
"5020,6/11/2013,1:33:07,69,57,10,8,14\n"
"5440,6/11/2013,13:45:56,70,57,10,12,18\n"
"6048,6/19/2013,7:13:19,68,80,10,12,17\n"
"1727,6/18/2013,14:13:20,65,67,10,2,18\n"
"6046,6/17/2013,5:13:19,69,63,10,4,15\n"
"5048,6/9/2013,5:00:01,70,70,10,27,9\n"
"5053,6/14/2013,10:00:01,67,78,10,28,3\n"
"5552,6/3/2013,10:13:20,66,78,10,13,13\n"
"6038,6/9/2013,21:00:01,66,67,10,18,13\n"
"1532,6/3/2013,6:13:20,68,62,10,1,10\n"
"3604,6/5/2013,10:13:20,65,60,10,11,3\n"
"344,6/15/2013,8:33:07,66,72,10,29,3\n"
"5325,6/16/2013,18:13:19,67,65,10,2,16\n"
"149,6/30/2013,5:13:19,67,61,10,20,9\n"
"5434,6/5/2013,7:45:56,67,77,10,14,3\n"
"5776,6/17/2013,18:43:51,67,72,10,12,2\n"
"5065,6/26/2013,22:00:01,69,61,10,1,14\n"
"1976,6/27/2013,23:13:20,67,65,10,11,6\n"
"6018,6/19/2013,1:00:01,66,57,10,28,5\n"
"1723,6/14/2013,10:13:20,69,74,10,27,8\n"
"1829,6/30/2013,20:43:51,69,62,10,8,6\n"
"6036,6/7/2013,19:00:01,70,59,10,29,20\n"
"7767,6/28/2013,13:33:07,65,61,10,30,14\n"
"5542,6/23/2013,0:13:20,70,62,10,30,3\n"
"5450,6/21/2013,23:45:56,68,78,10,10,5\n"
"7959,6/10/2013,13:43:51,68,78,10,9,20\n"
"1509,6/10/2013,7:43:51,66,67,10,15,15\n"
"1768,6/29/2013,7:00:01,66,56,10,14,15\n"
"7865,6/6/2013,15:13:20,70,80,10,9,14\n"
"5273,6/24/2013,14:33:07,65,80,10,6,1\n"
"7770,6/1/2013,16:33:07,66,56,10,7,4\n"
"7540,6/11/2013,21:43:51,69,69,10,29,12\n"
"7958,6/9/2013,12:43:51,67,72,10,29,16\n"
"5034,6/25/2013,15:33:07,68,63,10,6,3\n"
"5523,6/4/2013,5:43:51,65,76,10,2,13\n"
"3482,6/3/2013,8:13:20,70,61,10,26,11\n"
"7553,6/24/2013,10:13:20,70,66,10,5,10\n"
"6058,6/29/2013,17:13:19,67,63,10,14,3\n"
"356,6/27/2013,20:33:07,67,76,10,15,2\n"
"3818,6/9/2013,8:45:56,69,75,10,16,8\n"
"1914,6/25/2013,9:13:19,67,74,10,13,15\n"
"264,6/25/2013,0:13:19,65,69,10,5,16\n"
"3706,6/17/2013,16:43:51,66,79,10,15,7\n"
"6057,6/28/2013,16:13:19,68,55,10,19,12\n"
"1522,6/23/2013,20:43:51,70,76,10,20,11\n"
"5716,6/17/2013,6:00:01,68,57,10,12,18\n"
"7774,6/5/2013,20:33:07,70,75,10,3,14\n"
"1808,6/9/2013,23:13:19,69,70,11,14,19\n"
"2391,6/22/2013,11:13:20,70,73,11,29,14\n"
"2052,6/13/2013,3:43:51,66,76,11,1,6\n"
"1765,6/26/2013,4:00:01,69,58,11,8,17\n"
"5312,6/3/2013,5:13:19,69,78,11,12,19\n"
"1079,6/30/2013,4:45:56,67,79,11,28,19\n"
"1078,6/29/2013,3:45:56,70,79,11,11,4\n"
"1075,6/26/2013,0:45:56,70,56,11,22,19\n"
"5718,6/19/2013,8:00:01,66,64,11,9,17\n"
"1770,6/1/2013,9:00:01,66,58,11,21,2\n"
"2066,6/27/2013,17:43:51,65,67,11,25,7\n"
"2727,6/28/2013,11:45:56,68,77,11,24,5\n"
"2065,6/26/2013,16:43:51,66,55,11,6,5\n"
"5339,6/30/2013,8:43:51,69,79,11,21,18\n"
"4531,6/2/2013,11:13:19,70,75,11,10,18\n"
"6627,6/28/2013,15:43:51,68,77,11,24,9\n"
"1796,6/27/2013,11:13:19,65,73,11,2,10\n"
"6633,6/4/2013,21:43:51,66,72,11,11,18\n"
"1045,6/26/2013,18:45:56,67,63,11,27,7\n"
"2047,6/8/2013,22:13:19,67,69,11,12,5\n"
"981,6/22/2013,2:13:20,66,75,11,19,8\n"
"2743,6/14/2013,8:00:01,69,78,11,7,8\n"
"5563,6/14/2013,21:13:20,68,59,11,28,9\n"
"922,6/23/2013,15:00:01,68,75,11,22,4\n"
"1975,6/26/2013,22:13:20,68,67,11,20,2\n"
"5556,6/7/2013,14:13:20,65,67,11,3,3\n"
"1901,6/12/2013,20:00:01,69,71,11,12,1\n"
"4390,6/11/2013,14:00:01,69,77,11,22,11\n"
"903,6/4/2013,20:33:07,69,65,11,24,4\n"
"1968,6/19/2013,15:13:20,68,67,11,19,14\n"
"894,6/25/2013,11:33:07,68,61,11,1,20\n"
"891,6/22/2013,8:33:07,70,55,11,24,10\n"
"5533,6/14/2013,15:43:51,70,68,11,9,11\n"
"4370,6/21/2013,13:45:56,68,64,11,2,14\n"
"4366,6/17/2013,9:45:56,68,57,11,15,2\n"
"4407,6/28/2013,7:13:19,70,76,11,28,5\n"
"4364,6/15/2013,7:45:56,68,61,11,5,13\n"
"886,6/17/2013,3:33:07,70,59,11,30,2\n"
"5466,6/7/2013,15:45:56,65,73,11,7,18\n"
"4354,6/5/2013,21:45:56,70,64,11,20,14\n"
"5468,6/9/2013,17:45:56,68,68,11,26,15\n"
"1928,6/9/2013,23:13:19,69,79,11,15,3\n"
"864,6/25/2013,5:13:20,67,73,11,27,9\n"
"859,6/20/2013,0:13:20,68,63,11,18,4\n"
"1949,6/30/2013,20:43:51,67,76,11,15,14\n"
"4332,6/13/2013,23:45:56,65,66,11,22,5\n"
"854,6/15/2013,19:43:51,66,66,11,6,3\n"
"6901,6/2/2013,1:33:07,68,71,11,10,20\n"
"5485,6/26/2013,15:00:01,68,76,11,6,8\n"
"2893,6/14/2013,14:13:19,66,80,11,6,10\n"
"6856,6/17/2013,4:43:51,66,76,11,8,15\n"
"5660,6/21/2013,22:43:51,68,62,11,17,5\n"
"6793,6/14/2013,13:33:07,67,65,11,26,7\n"
"6790,6/11/2013,10:33:07,69,65,11,18,10\n"
"6651,6/22/2013,15:13:20,69,63,11,24,9\n"
"5641,6/2/2013,3:43:51,69,62,11,12,1\n"
"1830,6/1/2013,21:43:51,67,79,11,23,20\n"
"6680,6/21/2013,20:33:07,65,58,11,13,10\n"
"5634,6/25/2013,20:13:19,68,63,11,17,1\n"
"4490,6/21/2013,18:33:07,69,59,11,20,13\n"
"6695,6/6/2013,11:00:01,70,68,11,1,16\n"
"1840,6/11/2013,7:13:20,68,71,11,3,18\n"
"6706,6/17/2013,22:00:01,68,69,11,10,11\n"
"6715,6/26/2013,7:13:19,65,73,11,5,2\n"
"1841,6/12/2013,8:13:20,66,56,11,18,13\n"
"5614,6/5/2013,0:13:19,65,63,11,16,12\n"
"6717,6/28/2013,9:13:19,66,62,11,7,6\n"
"927,6/28/2013,20:00:01,65,56,11,1,14\n"
